公司名称,板块,审核状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期,链接
四川锦江电子医疗器械科技股份有限公司,科创板,终止,四川,专用设备制造业,中信证券股份有限公司,北京市海问律师事务所,天健会计师事务所（特殊普通合伙）,2024-06-05,2023-06-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1833
新湖期货股份有限公司,主板,终止,上海,资本市场服务,海通证券股份有限公司,北京市金杜律师事务所,立信会计师事务所（特殊普通合伙）,2024-06-05,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1724
成都高速公路股份有限公司,主板,终止,四川,道路运输业,中信建投证券股份有限公司,北京市金杜律师事务所,安永华明会计师事务所（特殊普通合伙）,2024-06-04,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1699
上海赢双电机科技股份有限公司,科创板,终止,上海,电气机械和器材制造业,海通证券股份有限公司,北京市中伦律师事务所,立信会计师事务所（特殊普通合伙）,2024-06-04,2023-06-16,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1841
苏州明皜传感科技股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,东方证券承销保荐有限公司,江苏世纪同仁律师事务所,众华会计师事务所（特殊普通合伙）,2024-06-04,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1957
中智经济技术合作股份有限公司,主板,终止,上海,商务服务业,中信证券股份有限公司,北京金诚同达律师事务所,天职国际会计师事务所（特殊普通合伙）,2024-06-03,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1626
常州百佳年代薄膜科技股份有限公司,主板,终止,江苏,橡胶和塑料制品业,华泰联合证券有限责任公司,北京市天元律师事务所,中审众环会计师事务所（特殊普通合伙）,2024-06-03,2023-03-01,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1628
苏州佳祺仕科技股份有限公司,主板,终止,江苏,专用设备制造业,海通证券股份有限公司,北京市天元律师事务所,公证天业会计师事务所（特殊普通合伙）,2024-05-31,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1988
上海芯旺微电子技术股份有限公司,科创板,终止,上海,计算机、通信和其他电子设备制造业,招商证券股份有限公司,北京市嘉源律师事务所,立信会计师事务所（特殊普通合伙）,2024-05-30,2023-06-20,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1870
浙江安特磁材股份有限公司,主板,终止,浙江,计算机、通信和其他电子设备制造业,国信证券股份有限公司,浙江六和律师事务所,天健会计师事务所（特殊普通合伙）,2024-05-29,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1603
佰聆数据股份有限公司,科创板,终止,广东,互联网和相关服务,民生证券股份有限公司,北京市金杜律师事务所,华兴会计师事务所（特殊普通合伙）,2024-05-29,2022-12-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1361
成都四方伟业软件股份有限公司,科创板,终止,四川,软件和信息技术服务业,平安证券股份有限公司,北京市天元律师事务所,大华会计师事务所（特殊普通合伙）,2024-05-28,2022-11-14,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1345
杭州华澜微电子股份有限公司,科创板,终止,浙江,软件和信息技术服务业,华泰联合证券有限责任公司,国浩律师（杭州）事务所,大信会计师事务所（特殊普通合伙）,2024-05-28,2022-12-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1426
宁波奥拉半导体股份有限公司,科创板,终止,浙江,软件和信息技术服务业,海通证券股份有限公司,北京市中伦律师事务所,致同会计师事务所（特殊普通合伙）,2024-05-27,2022-11-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1346
轩竹生物科技股份有限公司,科创板,终止,河北,医药制造业,中国国际金融股份有限公司,北京市中伦律师事务所,安永华明会计师事务所（特殊普通合伙）,2024-05-24,2022-09-26,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1318
金成技术股份有限公司,主板,终止,山东,专用设备制造业,东兴证券股份有限公司,北京市中伦律师事务所,立信会计师事务所（特殊普通合伙）,2024-05-23,2023-05-10,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1802
武汉格蓝若智能技术股份有限公司,科创板,终止,湖北,计算机、通信和其他电子设备制造业,海通证券股份有限公司,北京国枫律师事务所,容诚会计师事务所（特殊普通合伙）,2024-05-22,2023-05-05,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1797
广东大普通信技术股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,海通证券股份有限公司,广东信达律师事务所,大华会计师事务所（特殊普通合伙）,2024-05-21,2023-06-01,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1820
浙江东方科脉电子股份有限公司,主板,终止,浙江,计算机、通信和其他电子设备制造业,国泰君安证券股份有限公司,国浩律师（上海）事务所,天健会计师事务所（特殊普通合伙）,2024-05-20,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1932
中乔体育股份有限公司,主板,终止,福建,纺织服装、服饰业,中银国际证券股份有限公司,上海汉盛律师事务所,安永华明会计师事务所（特殊普通合伙）,2024-05-17,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1598
湖北祥云（集团）化工股份有限公司,主板,终止,湖北,化学原料和化学制品制造业,长江证券承销保荐有限公司,国浩律师（上海）事务所,致同会计师事务所（特殊普通合伙）,2024-05-15,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1655
泰盈科技集团股份有限公司,主板,终止,山东,软件和信息技术服务业,中国国际金融股份有限公司,北京市通商律师事务所,天健会计师事务所（特殊普通合伙）,2024-05-13,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1698
郑州恒达智控科技股份有限公司,科创板,终止,河南,仪器仪表制造业,中信建投证券股份有限公司,北京市海问律师事务所,立信会计师事务所（特殊普通合伙）,2024-05-11,2023-09-25,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=2012
英特派铂业股份有限公司,主板,终止,江苏,专用设备制造业,华英证券有限责任公司,上海市锦天城律师事务所,中汇会计师事务所（特殊普通合伙）,2024-05-09,2023-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1852
升辉新材料股份有限公司,主板,终止,江苏,橡胶和塑料制品业,华泰联合证券有限责任公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2024-05-08,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1911
凯博易控车辆科技（苏州）股份有限公司,科创板,终止,江苏,汽车制造业,中国国际金融股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2024-05-06,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=2003
北京明朝万达科技股份有限公司,科创板,终止,北京,软件和信息技术服务业,中德证券有限责任公司,北京德恒律师事务所,致同会计师事务所（特殊普通合伙）,2024-04-29,2022-12-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1398
国宏工具系统（无锡）股份有限公司,科创板,终止,江苏,金属制品业,申万宏源证券承销保荐有限责任公司,上海市通力律师事务所,公证天业会计师事务所（特殊普通合伙）,2024-04-28,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1888
苏州长城精工科技股份有限公司,主板,终止,江苏,通用设备制造业,国金证券股份有限公司,上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2024-04-26,2023-04-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1785
长春捷翼汽车科技股份有限公司,主板,终止,吉林,汽车制造业,国泰君安证券股份有限公司,北京金诚同达律师事务所,立信会计师事务所（特殊普通合伙）,2024-04-24,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1981
上海健耕医药科技股份有限公司,科创板,终止,上海,专用设备制造业,国金证券股份有限公司,上海市通力律师事务所,大华会计师事务所（特殊普通合伙）,2024-04-22,2022-11-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1319
重庆军工产业集团股份有限公司,主板,终止,重庆,专用设备制造业,中信证券股份有限公司,北京德恒律师事务所,中审众环会计师事务所（特殊普通合伙）,2024-04-19,2023-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1818
合肥芯谷微电子股份有限公司,科创板,终止,安徽,计算机、通信和其他电子设备制造业,国元证券股份有限公司,安徽天禾律师事务所,容诚会计师事务所（特殊普通合伙）,2024-04-17,2023-05-05,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1796
浙江力玄运动科技股份有限公司,主板,终止,浙江,文教、工美、体育和娱乐用品制造业,华泰联合证券有限责任公司,浙江天册律师事务所,天健会计师事务所（特殊普通合伙）,2024-04-15,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1575
艾柯医疗器械（北京）股份有限公司,科创板,终止,北京,专用设备制造业,中信证券股份有限公司,北京市通商律师事务所,安永华明会计师事务所（特殊普通合伙）,2024-04-11,2023-04-20,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1793
北京朗视仪器股份有限公司,科创板,终止,北京,专用设备制造业,东兴证券股份有限公司,北京市金杜律师事务所,天健会计师事务所（特殊普通合伙）,2024-04-10,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1269
深圳市爱康生物科技股份有限公司,科创板,终止,广东,专用设备制造业,招商证券股份有限公司,上海市锦天城律师事务所,天健会计师事务所（特殊普通合伙）,2024-04-08,2022-09-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1321
浙江明泰控股发展股份有限公司,主板,终止,浙江,通用设备制造业,浙商证券股份有限公司,北京市金杜律师事务所,天健会计师事务所（特殊普通合伙）,2024-04-07,2023-02-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1448
日照兴业汽车配件股份有限公司,主板,终止,山东,汽车制造业,安信证券股份有限公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2024-04-03,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1616
南京世和基因生物技术股份有限公司,科创板,终止,江苏,研究和试验发展,华泰联合证券有限责任公司,北京市康达律师事务所,致同会计师事务所（特殊普通合伙）,2024-04-02,2022-05-16,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1143
上海捷氢科技股份有限公司,科创板,终止,上海,电气机械和器材制造业,国泰君安证券股份有限公司,上海市锦天城律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2024-04-01,2022-06-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1272
得一微电子股份有限公司,科创板,终止,广东,软件和信息技术服务业,招商证券股份有限公司,广东信达律师事务所,上会会计师事务所（特殊普通合伙）,2024-03-30,2022-11-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1347
先正达集团股份有限公司,主板,终止,上海,农业,中国国际金融股份有限公司中银国际证券股份有限公司,北京市海问律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2024-03-29,2023-05-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1814
樱桃谷育种科技股份有限公司,主板,终止,北京,畜牧业,五矿证券有限公司,北京市通商律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2024-03-26,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1562
金盛海洋科技股份有限公司,主板,终止,山东,非金属矿采选业,东兴证券股份有限公司,北京市康达律师事务所,大华会计师事务所（特殊普通合伙）,2024-03-22,2023-03-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1774
山东京阳科技股份有限公司,主板,终止,山东,非金属矿物制品业,海通证券股份有限公司,北京德恒律师事务所,中汇会计师事务所（特殊普通合伙）,2024-03-22,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1512
翌圣生物科技（上海）股份有限公司,科创板,终止,上海,研究和试验发展,民生证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2024-03-20,2022-06-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1182
安徽金田高新材料股份有限公司,主板,终止,安徽,橡胶和塑料制品业,国元证券股份有限公司,安徽天禾律师事务所,容诚会计师事务所（特殊普通合伙）,2024-03-18,2023-02-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1494
宁波敏达汽车科技股份有限公司,主板,终止,浙江,汽车制造业,民生证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2024-03-15,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1643
浙江斯普智能科技股份有限公司,主板,终止,浙江,橡胶和塑料制品业,国信证券股份有限公司,北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2024-03-12,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1646
北京昆仑联通科技发展股份有限公司,主板,终止,北京,软件和信息技术服务业,东方证券承销保荐有限公司,北京市竞天公诚律师事务所,中汇会计师事务所（特殊普通合伙）,2024-03-01,2023-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1931
江苏安凯特科技股份有限公司,主板,终止,江苏,专用设备制造业,中信建投证券股份有限公司,北京市金杜律师事务所,天衡会计师事务所（特殊普通合伙）,2024-02-28,2023-02-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1496
大连科利德半导体材料股份有限公司,科创板,终止,辽宁,计算机、通信和其他电子设备制造业,海通证券股份有限公司,北京德恒律师事务所,容诚会计师事务所（特殊普通合伙）,2024-02-20,2023-06-15,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1840
认养一头牛控股集团股份有限公司,主板,终止,浙江,食品制造业,中信证券股份有限公司,国浩律师（杭州）事务所,天健会计师事务所（特殊普通合伙）,2024-02-06,2023-02-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1585
澎立生物医药技术（上海）股份有限公司,科创板,终止,上海,研究和试验发展,海通证券股份有限公司,北京市君合律师事务所,容诚会计师事务所（特殊普通合伙）,2024-02-05,2023-03-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1771
湖北科峰智能传动股份有限公司,主板,终止,湖北,通用设备制造业,东方证券承销保荐有限公司,北京市君合律师事务所,中审众环会计师事务所（特殊普通合伙）,2024-02-02,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1974
河北英虎农业机械股份有限公司,主板,终止,河北,专用设备制造业,德邦证券股份有限公司,北京市中伦律师事务所,天职国际会计师事务所（特殊普通合伙）,2024-01-31,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1486
浙江胜华波电器股份有限公司,主板,终止,浙江,汽车制造业,安信证券股份有限公司,浙江天册律师事务所,天健会计师事务所（特殊普通合伙）,2024-01-30,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1632
和特能源（福建）股份有限公司,主板,终止,福建,电力、热力生产和供应业,民生证券股份有限公司,上海泽昌律师事务所,立信中联会计师事务所（特殊普通合伙）,2024-01-29,2023-09-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=2017
中科合成油技术股份有限公司,科创板,终止,北京,化学原料和化学制品制造业,中国国际金融股份有限公司,北京市嘉源律师事务所,容诚会计师事务所（特殊普通合伙）,2024-01-26,2022-12-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1430
临工重机股份有限公司,主板,终止,山东,专用设备制造业,中国国际金融股份有限公司,北京市通商律师事务所,致同会计师事务所（特殊普通合伙）,2024-01-24,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1592
江苏剑牌农化股份有限公司,主板,终止,江苏,化学原料和化学制品制造业,东吴证券股份有限公司,国浩律师（北京）事务所,天衡会计师事务所（特殊普通合伙）,2024-01-23,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1597
深圳市诚捷智能装备股份有限公司,科创板,终止,广东,专用设备制造业,招商证券股份有限公司,广东信达律师事务所,立信会计师事务所（特殊普通合伙）,2024-01-19,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1987
上海捍宇医疗科技股份有限公司,科创板,终止,上海,专用设备制造业,中国国际金融股份有限公司,北京市嘉源律师事务所,安永华明会计师事务所（特殊普通合伙）,2024-01-16,2023-03-01,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1446
中国航油集团石油股份有限公司,主板,终止,陕西,批发业,中信证券股份有限公司,国浩律师（北京）事务所,天职国际会计师事务所（特殊普通合伙）,2024-01-11,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1737
亳州药都农村商业银行股份有限公司,主板,终止,安徽,货币金融服务,华泰联合证券有限责任公司,北京德恒律师事务所,容诚会计师事务所（特殊普通合伙）,2024-01-10,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1727
上海爱科百发生物医药技术股份有限公司,科创板,终止,上海,医药制造业,中信证券股份有限公司,北京市君合律师事务所,立信会计师事务所（特殊普通合伙）,2024-01-08,2023-04-20,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1792
毛戈平化妆品股份有限公司,主板,终止,浙江,化学原料和化学制品制造业,长江证券承销保荐有限公司,北京国枫律师事务所,天健会计师事务所（特殊普通合伙）,2024-01-04,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1670
大庆华理生物技术股份有限公司,科创板,终止,黑龙江,化学原料和化学制品制造业,民生证券股份有限公司,北京市大成律师事务所,大华会计师事务所（特殊普通合伙）,2024-01-03,2022-06-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1186
澳斯康生物（南通）股份有限公司,科创板,终止,江苏,研究和试验发展,中信建投证券股份有限公司,北京植德律师事务所,天健会计师事务所（特殊普通合伙）,2024-01-02,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1294
安徽贝克制药股份有限公司,科创板,终止,安徽,医药制造业,国元证券股份有限公司,北京金诚同达律师事务所,容诚会计师事务所（特殊普通合伙）,2023-12-31,2023-02-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1397
湖州申科生物技术股份有限公司,科创板,终止,浙江,研究和试验发展,中信证券股份有限公司,北京市君合律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2023-12-29,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1980
山东长信化学科技股份有限公司,主板,终止,山东,化学原料和化学制品制造业,民生证券股份有限公司,上海泽昌律师事务所,山东和信会计师事务所（特殊普通合伙）,2023-12-27,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1489
重庆天箭惯性科技股份有限公司,科创板,终止,重庆,计算机、通信和其他电子设备制造业,国金证券股份有限公司,国浩律师（深圳）事务所,信永中和会计师事务所（特殊普通合伙）,2023-12-25,2023-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1889
北京华脉泰科医疗器械股份有限公司,科创板,终止,北京,专用设备制造业,中信证券股份有限公司,国浩律师（上海）事务所,安永华明会计师事务所（特殊普通合伙）,2023-12-25,2022-12-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1403
蜂巢能源科技股份有限公司,科创板,终止,江苏,电气机械和器材制造业,中信证券股份有限公司,上海市锦天城律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2023-12-22,2022-11-18,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1266
甘肃皓天科技股份有限公司,科创板,终止,甘肃,医药制造业,中信建投证券股份有限公司,北京市竞天公诚律师事务所,容诚会计师事务所（特殊普通合伙）,2023-12-21,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=2006
湖南长步道光电科技股份有限公司,科创板,终止,湖南,仪器仪表制造业,海通证券股份有限公司,国浩律师（长沙）事务所,致同会计师事务所（特殊普通合伙）,2023-12-19,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1989
华鸿画家居股份有限公司,主板,终止,浙江,文教、工美、体育和娱乐用品制造业,东方证券承销保荐有限公司,北京国枫律师事务所,立信会计师事务所（特殊普通合伙）,2023-12-14,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1526
上海梦创双杨数据科技股份有限公司,主板,终止,上海,软件和信息技术服务业,海通证券股份有限公司,北京市竞天公诚律师事务所,中汇会计师事务所（特殊普通合伙）,2023-12-12,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1715
迈创企业管理服务股份有限公司,主板,终止,上海,商务服务业,东吴证券股份有限公司,上海市锦天城律师事务所,安永华明会计师事务所（特殊普通合伙）,2023-12-07,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1487
浙江邦盛科技股份有限公司,科创板,终止,浙江,软件和信息技术服务业,中国银河证券股份有限公司湘财证券股份有限公司,北京市金杜律师事务所,容诚会计师事务所（特殊普通合伙）,2023-12-05,2023-06-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1850
爱士惟科技股份有限公司,科创板,终止,上海,电气机械和器材制造业,华泰联合证券有限责任公司,北京市金杜律师事务所,容诚会计师事务所（特殊普通合伙）,2023-11-30,2023-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1933
衢州南高峰化工股份有限公司,主板,终止,浙江,化学原料和化学制品制造业,财通证券股份有限公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2023-11-27,2023-02-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1556
苏州新大陆精密科技股份有限公司,主板,终止,江苏,专用设备制造业,民生证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2023-11-21,2023-02-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1485
