公司名称,板块,审核状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期,链接
朝阳微电子科技股份有限公司,科创板,终止,辽宁,计算机、通信和其他电子设备制造业,海通证券股份有限公司,北京金诚同达律师事务所,容诚会计师事务所（特殊普通合伙）,2021-03-02,2020-11-16,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=772
无锡市尚沃医疗电子股份有限公司,科创板,终止,江苏,专用设备制造业,中信证券股份有限公司,北京德恒律师事务所,中天运会计师事务所（特殊普通合伙）,2021-03-02,2020-04-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=414
浙江开创环保科技股份有限公司,科创板,终止,浙江,专用设备制造业,海通证券股份有限公司,浙江天册律师事务所,中汇会计师事务所（特殊普通合伙）,2021-03-02,2020-11-10,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=773
上海蓝科石化环保科技股份有限公司,科创板,终止,上海,生态保护和环境治理业,中信建投证券股份有限公司,上海市锦天城律师事务所,天健会计师事务所（特殊普通合伙）,2021-02-24,2020-10-09,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=740
德威华泰科技股份有限公司,科创板,终止,北京,生态保护和环境治理业,中国银河证券股份有限公司,国浩律师（北京）事务所,大华会计师事务所（特殊普通合伙）,2021-02-24,2020-12-16,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=796
江苏国光信息产业股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,东海证券股份有限公司,北京国枫律师事务所,大华会计师事务所（特殊普通合伙）,2021-02-24,2020-12-31,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=836
安徽森泰木塑集团股份有限公司,科创板,终止,安徽,化学原料和化学制品制造业,民生证券股份有限公司,北京德恒律师事务所,容诚会计师事务所（特殊普通合伙）,2021-02-23,2020-09-14,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=713
紫泉能源技术股份有限公司,科创板,终止,江苏,专业技术服务业,安信证券股份有限公司,江苏泰和律师事务所,中天运会计师事务所（特殊普通合伙）,2021-02-22,2020-09-25,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=726
杭州百子尖科技股份有限公司,科创板,终止,浙江,专用设备制造业,中银国际证券股份有限公司,北京市金杜律师事务所,安永华明会计师事务所（特殊普通合伙）,2021-02-22,2020-12-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=813
博创智能装备股份有限公司,科创板,终止,广东,专用设备制造业,国金证券股份有限公司,北京市金杜律师事务所,大华会计师事务所（特殊普通合伙）,2021-02-22,2020-11-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=782
云知声智能科技股份有限公司,科创板,终止,北京,软件和信息技术服务业,中国国际金融股份有限公司,北京国枫律师事务所,立信会计师事务所（特殊普通合伙）,2021-02-19,2020-11-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=768
深圳市柔宇科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,中信证券股份有限公司,北京市金杜律师事务所,大华会计师事务所（特殊普通合伙）,2021-02-10,2020-12-31,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=826
龙迅半导体（合肥）股份有限公司,科创板,终止,安徽,计算机、通信和其他电子设备制造业,华安证券股份有限公司,安徽天禾律师事务所,容诚会计师事务所（特殊普通合伙）,2021-01-27,2020-10-26,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=754
锐芯微电子股份有限公司,科创板,终止,江苏,软件和信息技术服务业,中信建投证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2021-01-25,2020-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=647
浙江光华科技股份有限公司,科创板,终止,浙江,化学原料和化学制品制造业,国泰君安证券股份有限公司,国浩律师（杭州）事务所,天健会计师事务所（特殊普通合伙）,2021-01-25,2020-05-26,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=474
丹娜（天津）生物科技股份有限公司,科创板,终止,天津,医药制造业,中信证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2021-01-25,2020-11-20,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=775
洛阳中超新材料股份有限公司,科创板,终止,河南,非金属矿物制品业,海通证券股份有限公司,国浩律师（上海）事务所,立信会计师事务所（特殊普通合伙）,2021-01-21,2020-10-15,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=748
北京中科晶上科技股份有限公司,科创板,终止,北京,计算机、通信和其他电子设备制造业,中信建投证券股份有限公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2021-01-21,2020-10-09,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=744
广东鸿铭智能股份有限公司,科创板,终止,广东,专用设备制造业,东莞证券股份有限公司,北京国枫律师事务所,致同会计师事务所（特殊普通合伙）,2021-01-19,2020-05-07,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=437
包头天和磁材科技股份有限公司,科创板,终止,内蒙古,计算机、通信和其他电子设备制造业,湘财证券股份有限公司,上海市锦天城律师事务所,信永中和会计师事务所（特殊普通合伙）,2021-01-19,2020-09-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=702
上海拓璞数控科技股份有限公司,科创板,终止,上海,通用设备制造业,招商证券股份有限公司,北京市竞天公诚律师事务所,立信会计师事务所（特殊普通合伙）,2021-01-13,2020-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=572
天士力生物医药股份有限公司,科创板,终止,上海,医药制造业,中信证券股份有限公司,北京市竞天公诚律师事务所,天健会计师事务所（特殊普通合伙）,2021-01-08,2020-09-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=706
北京芯愿景软件技术股份有限公司,科创板,终止,北京,软件和信息技术服务业,民生证券股份有限公司,北京国枫律师事务所,天职国际会计师事务所（特殊普通合伙）,2020-12-31,2020-05-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=464
苏州康代智能科技股份有限公司,科创板,终止,江苏,仪器仪表制造业,国泰君安证券股份有限公司,上海市锦天城律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2020-12-30,2020-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=643
山西锦波生物医药股份有限公司,科创板,终止,山西,医药制造业,华金证券股份有限公司,北京市金杜律师事务所,天健会计师事务所（特殊普通合伙）,2020-12-28,2020-06-01,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=510
江苏正济药业股份有限公司,科创板,终止,江苏,医药制造业,招商证券股份有限公司,国浩律师（苏州）事务所,大华会计师事务所（特殊普通合伙）,2020-12-25,2020-12-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=791
昆腾微电子股份有限公司,科创板,终止,北京,计算机、通信和其他电子设备制造业,平安证券股份有限公司,北京市康达律师事务所,大华会计师事务所（特殊普通合伙）,2020-12-25,2020-08-11,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=691
成都新朝阳作物科学股份有限公司,科创板,终止,四川,化学原料和化学制品制造业,华西证券股份有限公司,北京国枫律师事务所,四川华信（集团）会计师事务所（特殊普通合伙）,2020-12-23,2020-07-17,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=659
云南北方奥雷德光电科技股份有限公司,科创板,终止,云南,计算机、通信和其他电子设备制造业,国泰君安证券股份有限公司,北京市嘉源律师事务所,信永中和会计师事务所（特殊普通合伙）,2020-12-23,2020-03-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=375
上海健耕医药科技股份有限公司,科创板,终止,上海,专用设备制造业,国金证券股份有限公司,上海市通力律师事务所,大华会计师事务所（特殊普通合伙）,2020-12-17,2020-05-11,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=439
江苏微导纳米科技股份有限公司,科创板,终止,江苏,专用设备制造业,中信证券股份有限公司,北京德恒律师事务所,天职国际会计师事务所（特殊普通合伙）,2020-12-15,2020-06-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=581
上海泽生科技开发股份有限公司,科创板,终止,上海,医药制造业,华金证券股份有限公司,北京市中伦律师事务所,中天运会计师事务所（特殊普通合伙）,2020-12-10,2020-06-17,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=565
上海合晶硅材料股份有限公司,科创板,终止,上海,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,北京市金杜律师事务所,立信会计师事务所（特殊普通合伙）,2020-12-08,2020-06-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=563
赛克赛斯生物科技股份有限公司,科创板,终止,山东,专用设备制造业,海通证券股份有限公司,上海澄明则正律师事务所,信永中和会计师事务所（特殊普通合伙）,2020-12-08,2020-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=646
艾索信息股份有限公司,科创板,终止,陕西,计算机、通信和其他电子设备制造业,民生证券股份有限公司,广东信达律师事务所,中审众环会计师事务所（特殊普通合伙）,2020-12-08,2020-04-07,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=382
泰州亿腾景昂药业股份有限公司,科创板,终止,江苏,医药制造业,国泰君安证券股份有限公司,北京市君合律师事务所,立信会计师事务所（特殊普通合伙）,2020-12-03,2020-06-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=593
青岛中加特电气股份有限公司,科创板,终止,山东,专用设备制造业,招商证券股份有限公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2020-12-02,2020-05-08,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=442
东软医疗系统股份有限公司,科创板,终止,辽宁,专用设备制造业,中国国际金融股份有限公司,北京市金杜律师事务所,立信会计师事务所（特殊普通合伙）,2020-11-27,2020-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=654
长沙兴嘉生物工程股份有限公司,科创板,终止,湖南,食品制造业,西部证券股份有限公司,湖南启元律师事务所,天职国际会计师事务所（特殊普通合伙）,2020-11-26,2020-05-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=507
深圳汉弘数字印刷集团股份有限公司,科创板,终止,广东,专用设备制造业,民生证券股份有限公司,北京市中伦律师事务所,中汇会计师事务所（特殊普通合伙）,2020-11-13,2020-04-16,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=396
江苏柯菲平医药股份有限公司,科创板,终止,江苏,医药制造业,国金证券股份有限公司,江苏世纪同仁律师事务所,天职国际会计师事务所（特殊普通合伙）,2020-11-10,2020-06-01,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=506
广州市溢信科技股份有限公司,科创板,终止,广东,软件和信息技术服务业,招商证券股份有限公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2020-10-28,2020-06-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=562
河南秋乐种业科技股份有限公司,科创板,终止,河南,农业,第一创业证券承销保荐有限责任公司,上海市锦天城律师事务所,大信会计师事务所（特殊普通合伙）,2020-10-21,2020-06-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=554
北京天科合达半导体股份有限公司,科创板,终止,北京,计算机、通信和其他电子设备制造业,国开证券股份有限公司,国浩律师（杭州）事务所,立信会计师事务所（特殊普通合伙）,2020-10-16,2020-07-14,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=663
深圳市万佳安物联科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,东莞证券股份有限公司,北京市康达律师事务所,江苏公证天业会计师事务所（特殊普通合伙）,2020-10-09,2020-06-16,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=561
国网智能科技股份有限公司,科创板,终止,山东,专用设备制造业,中信证券股份有限公司,北京市金杜律师事务所,致同会计师事务所（特殊普通合伙）,2020-09-30,2020-06-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=537
上海博科资讯股份有限公司,科创板,终止,上海,软件和信息技术服务业,申万宏源证券承销保荐有限责任公司,上海市通力律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2020-09-25,2020-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=650
山东泰丰智能控制股份有限公司,科创板,终止,山东,通用设备制造业,长城国瑞证券有限公司,北京市康达律师事务所,大信会计师事务所（特殊普通合伙）,2020-09-23,2020-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=651
传神语联网网络科技股份有限公司,科创板,终止,湖北,软件和信息技术服务业,申港证券股份有限公司,北京市万商天勤律师事务所,北京中证天通会计师事务所（特殊普通合伙）,2020-09-11,2019-11-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=294
精英数智科技股份有限公司,科创板,终止,山西,软件和信息技术服务业,中德证券有限责任公司,北京国枫律师事务所,致同会计师事务所（特殊普通合伙）,2020-09-01,2019-11-11,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=293
桂林智神信息技术股份有限公司,科创板,终止,广西,计算机、通信和其他电子设备制造业,安信证券股份有限公司,广东华商律师事务所,天健会计师事务所（特殊普通合伙）,2020-09-01,2020-05-26,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=477
赛赫智能设备（上海）股份有限公司,科创板,终止,上海,专用设备制造业,国元证券股份有限公司,北京市君合律师事务所,容诚会计师事务所（特殊普通合伙）,2020-08-25,2019-12-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=327
慧捷（上海）科技股份有限公司,科创板,终止,上海,软件和信息技术服务业,安信证券股份有限公司,北京德恒律师事务所,容诚会计师事务所（特殊普通合伙）,2020-08-10,2020-05-20,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=465
郑州信大捷安信息技术股份有限公司,科创板,终止,河南,软件和信息技术服务业,中原证券股份有限公司,北京市中伦律师事务所,利安达会计师事务所（特殊普通合伙）,2020-07-23,2019-10-14,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=272
贵州白山云科技股份有限公司,科创板,终止,贵州,互联网和相关服务,中天国富证券有限公司,北京市金杜律师事务所,华普天健会计师事务所（特殊普通合伙）,2020-07-07,2019-04-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=130
微创（上海）网络技术股份有限公司,科创板,终止,上海,软件和信息技术服务业,中国银河证券股份有限公司,国浩律师（上海）事务所,天职国际会计师事务所（特殊普通合伙）,2020-06-05,2019-11-05,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=291
广东晶科电子股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,中原证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2020-05-31,2019-12-20,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=309
深圳宜搜天下科技股份有限公司,科创板,终止,广东,互联网和相关服务,东莞证券股份有限公司,北京市环球律师事务所,安永华明会计师事务所（特殊普通合伙）,2020-05-24,2019-09-26,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=257
威海市天罡仪表股份有限公司,科创板,终止,山东,仪器仪表制造业,安信证券股份有限公司,上海市锦天城律师事务所,致同会计师事务所（特殊普通合伙）,2020-05-19,2019-12-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=304
河南科隆新能源股份有限公司,科创板,终止,河南,计算机、通信和其他电子设备制造业,民生证券股份有限公司,北京市康达律师事务所,天健会计师事务所（特殊普通合伙）,2020-05-18,2019-09-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=268
傲基科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,华泰联合证券有限责任公司,北京市金杜律师事务所,大华会计师事务所（特殊普通合伙）,2020-04-30,2019-09-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=258
广州宏晟光电科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,兴业证券股份有限公司,北京市天元律师事务所,天健会计师事务所（特殊普通合伙）,2020-01-21,2019-06-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=203
广州禾信仪器股份有限公司,科创板,终止,广东,仪器仪表制造业,国信证券股份有限公司,国信信扬律师事务所,天职国际会计师事务所（特殊普通合伙）,2020-01-21,2019-06-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=201
绍兴兴欣新材料股份有限公司,科创板,终止,浙江,化学原料和化学制品制造业,光大证券股份有限公司,北京市炜衡律师事务所,立信会计师事务所（特殊普通合伙）,2019-12-12,2019-06-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=175
上海拓璞数控科技股份有限公司,科创板,终止,上海,通用设备制造业,招商证券股份有限公司,北京市竞天公诚律师事务所,立信会计师事务所（特殊普通合伙）,2019-12-05,2019-06-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=183
江苏浩欧博生物医药股份有限公司,科创板,终止,江苏,医药制造业,华泰联合证券有限责任公司,国浩律师（上海）事务所,立信会计师事务所（特殊普通合伙）,2019-12-04,2019-04-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=127
安翰科技（武汉）股份有限公司,科创板,终止,湖北,专用设备制造业,招商证券股份有限公司,北京市中伦律师事务所,安永华明会计师事务所（特殊普通合伙）,2019-11-25,2019-03-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=10
江西金达莱环保股份有限公司,科创板,终止,江西,生态保护和环境治理业,招商证券股份有限公司,北京国枫律师事务所,中审众环会计师事务所（特殊普通合伙）,2019-11-20,2019-04-15,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=106
广州佛朗斯股份有限公司,科创板,终止,广东,租赁业,广发证券股份有限公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2019-11-18,2019-06-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=191
博拉网络股份有限公司,科创板,终止,重庆,互联网和相关服务,申万宏源证券承销保荐有限责任公司,北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2019-11-14,2019-04-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=129
先临三维科技股份有限公司,科创板,终止,浙江,通用设备制造业,中国国际金融股份有限公司,浙江天册律师事务所,天健会计师事务所（特殊普通合伙）,2019-11-13,2019-05-10,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=155
上海赛伦生物技术股份有限公司,科创板,终止,上海,医药制造业,海通证券股份有限公司,上海市锦天城律师事务所,大华会计师事务所（特殊普通合伙）,2019-11-11,2019-05-09,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=156
中联云港数据科技股份有限公司,科创板,终止,北京,互联网和相关服务,华泰联合证券有限责任公司,国浩律师（北京）事务所,信永中和会计师事务所（特殊普通合伙）,2019-10-31,2019-07-09,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=237
华夏天信智能物联股份有限公司,科创板,终止,山东,专用设备制造业,中泰证券股份有限公司,北京德恒律师事务所,致同会计师事务所（特殊普通合伙）,2019-10-21,2019-05-31,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=172
上海泰坦科技股份有限公司,科创板,终止,上海,研究和试验发展,光大证券股份有限公司,北京德恒律师事务所,大信会计师事务所（特殊普通合伙）,2019-09-26,2019-04-11,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=99
光通天下网络科技股份有限公司,科创板,终止,浙江,软件和信息技术服务业,申万宏源证券承销保荐有限责任公司,国浩律师（上海）事务所,天健会计师事务所（特殊普通合伙）,2019-09-19,2019-06-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=181
北京连山科技股份有限公司,科创板,终止,北京,软件和信息技术服务业,光大证券股份有限公司,北京国枫律师事务所,北京天圆全会计师事务所（特殊普通合伙）,2019-09-19,2019-05-07,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=147
北京国科环宇科技股份有限公司,科创板,终止,北京,铁路、船舶、航空航天和其他运输设备制造业,中泰证券股份有限公司,北京市君合律师事务所,瑞华会计师事务所（特殊普通合伙）,2019-09-05,2019-04-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=107
视联动力信息技术股份有限公司,科创板,终止,北京,计算机、通信和其他电子设备制造业,中信建投证券股份有限公司,北京国枫律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2019-08-30,2019-04-08,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=86
成都苑东生物制药股份有限公司,科创板,终止,四川,医药制造业,中信证券股份有限公司,北京国枫律师事务所,中汇会计师事务所（特殊普通合伙）,2019-08-29,2019-04-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=78
上海新数网络科技股份有限公司,科创板,终止,上海,互联网和相关服务,天风证券股份有限公司,上海市通力律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2019-08-23,2019-06-25,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=188
深圳市贝斯达医疗股份有限公司,科创板,终止,广东,专用设备制造业,东兴证券股份有限公司,北京观韬中茂律师事务所,天职国际会计师事务所（特殊普通合伙）,2019-08-07,2019-03-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=25
北京海天瑞声科技股份有限公司,科创板,终止,北京,软件和信息技术服务业,华泰联合证券有限责任公司,北京市天元律师事务所,瑞华会计师事务所（特殊普通合伙）,2019-07-26,2019-04-09,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=92
北京诺康达医药科技股份有限公司,科创板,终止,北京,研究和试验发展,德邦证券股份有限公司,北京国枫律师事务所,华普天健会计师事务所（特殊普通合伙）,2019-07-24,2019-04-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=110
和舰芯片制造（苏州）股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,长江证券承销保荐有限公司,北京海润天睿律师事务所,大华会计师事务所（特殊普通合伙）,2019-07-23,2019-03-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=16
北京木瓜移动科技股份有限公司,科创板,终止,北京,互联网和相关服务,中天国富证券有限公司,北京市康达律师事务所,立信会计师事务所（特殊普通合伙）,2019-07-08,2019-03-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=49
武汉新芯集成电路股份有限公司,科创板,中止(财报更新),湖北,计算机、通信和其他电子设备制造业,国泰君安证券股份有限公司华源证券股份有限公司,国浩律师（上海）事务所,安永华明会计师事务所（特殊普通合伙）,2024-12-31,2024-09-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=2044
